Title,Company Name,Rating,Experience,Salary,Location,Job Overview,Date Posted,Skills,URL
Game Developer Intern,IDZ Digital,3.8,0-1 Yrs,1-1.25 Lacs PA,Mumbai (All Areas),Looking for a game programmer who can primarily develop code for games - Strong knowled...,23 Days Ago,"Game Development, c#, Unity3D, Unreal Engine, Game Testing, Game Programming, Games, Unity Engine",https://www.naukri.com/job-listings-game-developer-intern-idz-digital-mumbai-all-areas-0-to-1-years-090924010058
Mobile Game Developer,RGB Webtech,None,0-3 Yrs,Not disclosed,Chandigarh,"Bachelors degree in Computer Science, Software Engineering, or a related field (or equi...",30+ Days Ago,"Graphics, Computer science, C++, Version control, GIT, Web development, Digital marketing, Internship",https://www.naukri.com/job-listings-mobile-game-developer-rgb-webtech-chandigarh-0-to-3-years-120624501774
Unity Developer,BVM Infotech,3.8,0-4 Yrs,Not disclosed,Surat,Experience with game physics and 3D graphics,30+ Days Ago,"Unity Developer, Unity3d, Development",https://www.naukri.com/job-listings-unity-developer-bvm-infotech-surat-0-to-4-years-200624502030
Unity Developer,Splicio,None,0-4 Yrs,1.2-3.6 Lacs PA,Delhi / NCR,Strong knowledge of Unity.Ability to work on existing & complex projects to expand it f...,Few Hours Ago,"Unity3D, Game Programming, Game Development, Programming, Games, Program, Development",https://www.naukri.com/job-listings-unity-developer-splicio-delhi-ncr-0-to-4-years-021024005657
Unity 3D Developer,Talent Et Au-Dela,None,0-3 Yrs,Not disclosed,"Navi Mumbai, Mumbai (All Areas)","Unity 3D DeveloperUrgent Opening Location: Andheri(w), Mumbai.Key Responsibilities:- D...",14 Days Ago,"unity, unity 3D, 3D graphics, developer, mobile game development, Game Development, animation, Unity3d",https://www.naukri.com/job-listings-unity-3d-developer-talent-et-au-dela-management-advisory-consulting-navi-mumbai-mumbai-all-areas-0-to-3-years-270824007742
Game Designer,Bombay Play,4.4,0-3 Yrs,Not disclosed,Bengaluru,"Flexible timing and work from home days Bachelors degree in design, or a related field,...",30+ Days Ago,"QA, Excel, Illustrator, Conceptualization, Programming, Mentor, Photoshop, Gaming",https://www.naukri.com/job-listings-game-designer-bombay-play-private-limited-bengaluru-0-to-3-years-020224501627
Unity Developer,Edlocus Solutions,2.4,0-3 Yrs,Not disclosed,Chennai,"Skills C#, Java, Obj - C, C++ BE / B Tech Computer Science. To be proficient in English",30+ Days Ago,"Computer science, 3D, C++, Analytical skillsUsage, Opengl, Computer graphics, augmented reality, SDK",https://www.naukri.com/job-listings-unity-developer-edlocus-solutions-private-limited-chennai-0-to-3-years-261018501518
Unity Developer,Websultanate Software Technologies,4.3,0-2 Yrs,Not disclosed,Lucknow,Experience: 0-2 Years . Proven experience building software with Unity (games or other)...,30+ Days Ago,"Architect, PDF, Unit testing, Architecture, UNIT, Development, Software testing, Unity3d",https://www.naukri.com/job-listings-unity-developer-websultanate-software-technologies-private-limited-lucknow-0-to-2-years-240124500391
Unity developers,Infox Technologies,1.9,0-1 Yrs,Not disclosed,Kochi,We are looking for a Unity developer to join our engineering team and help us develop a...,30+ Days Ago,"c#, physical education, virtual reality, gaming, sports, android, yoga, augmented reality",https://www.naukri.com/job-listings-unity-developers-infox-technologies-kochi-0-to-1-years-190224501279
Unreal Game Developer,Xogar Games,None,3-5 Yrs,Not disclosed,Bengaluru,"Bachelor s degree in Computer Science, Game Development, or related fieldDesigning leve...",30+ Days Ago,"Computer science, 3D, C++, Debugging, Engine development, Design development, Programming, Mathematics",https://www.naukri.com/job-listings-unreal-game-developer-xogar-games-bengaluru-3-to-5-years-290724501382
Game Developer,Learning Yogi,None,4-8 Yrs,Not disclosed,"Bengaluru, Bengaluru",Knowledge of professional software engineering practices & best practices for the full ...,30+ Days Ago,"standards, coding, development, java, passionate, computer science, android, english",https://www.naukri.com/job-listings-game-developer-learning-yogi-bengaluru-bengaluru-4-to-8-years-210815504730
Game Developer,Tap N Play Studio,None,1-3 Yrs,Not disclosed,Bengaluru,1 to 3 + years of experience with Unity Engine . Proficiency in C# . Previous experienc...,30+ Days Ago,"Graphics, C, Focus, Debugging, SDK, Game Development, Development, Games",https://www.naukri.com/job-listings-game-developer-tap-n-play-studio-llp-bengaluru-1-to-3-years-201222500001
Game Developer,Brigosha Technologies,2.5,1-4 Yrs,Not disclosed,Bengaluru,Ensure a smooth and enjoyable gameplay experience for players . Game Assets Integration...,30+ Days Ago,"c#, game engine, algorithms, gaming, virtual reality, c++, css, c",https://www.naukri.com/job-listings-game-developer-brigosha-technologies-bengaluru-1-to-4-years-190624501702
Game Developer,Ixie Gaming,3.6,4-9 Yrs,Not disclosed,Bengaluru,". Master, Bachelor or equivalent in computer science or engineering . Strong programmin...",30+ Days Ago,"System architecture, SAN, C++, French, C, GIT, Coding, Debugging",https://www.naukri.com/job-listings-game-developer-ixie-gaming-bengaluru-4-to-9-years-161222501997
Game Developer,Vgminds Techstudios,5,1-4 Yrs,Not disclosed,Bengaluru,Proficient in Unitys tools and scripting in C# or other programming languages,30+ Days Ago,"Game Developer, Games, Development, Game Development",https://www.naukri.com/job-listings-game-developer-vgminds-techstudios-pvt-ltd-bengaluru-1-to-4-years-120624500345
Game Developer,Gameberry Labs,4.7,2-7 Yrs,Not disclosed,Bengaluru,Good understanding of Data Structure & Algorithm . Experience working with any Game Eng...,30+ Days Ago,"Graphics, Artificial Intelligence, Agile, Programming, game development, Intelligence, Games, Program",https://www.naukri.com/job-listings-game-developer-gameberry-labs-bengaluru-2-to-7-years-101122501730
Game Developer,Mobile Tutor,2.7,3-4 Yrs,Not disclosed,Chennai,You are well versed in Writing clean code Gather specific requirements and suggest solu...,30+ Days Ago,"algorithms, c++, css, android, hibernate, game development, microservices, spring",https://www.naukri.com/job-listings-game-developer-mobile-tutor-private-limited-chennai-3-to-4-years-170724502616
Game Developer III,Papl Corp Pvt.  Ltd,None,4-8 Yrs,Not disclosed,Chennai(Kottivakkam),"Bachelors degree in computer science, Engineering, Mathematics, or relevant diplomaThe ...",None,"C++ for Game Development, Game Testing, Blueprint Scripting, Game Development, Game Design, Character Animation, Unreal Engine, Game Programming",https://www.naukri.com/job-listings-game-developer-iii-papl-corp-pvt-ltd-chennai-4-to-8-years-280824016087
Game Developer,360 Bright Media,3.7,4-6 Yrs,Not disclosed,Mumbai,Job Overview  We are hiring a Game Developer to join our dynamic team of game program...,30+ Days Ago,"C++, 3d rendering, Coding, Artificial Intelligence, Mobile phones, Programming, 3D animation, Gaming",https://www.naukri.com/job-listings-game-developer-360-bright-media-mumbai-4-to-6-years-220724500556
Slot Game Developer,Puresoftware,3.2,3-8 Yrs,Not disclosed,"Noida, Delhi / NCR",Role:- Game DeveloperMust have experience in JavaScriptMust have experience in Typescri...,18 Days Ago,"Slot gaming, typescript, javascript, Pixijs, phaser, Gaming, Games, Development",https://www.naukri.com/job-listings-slot-game-developer-puresoftware-noida-delhi-ncr-3-to-8-years-130924024197
Game Developer,PureSoftware Pvt Ltd,3.2,2-4 Yrs,Not disclosed,"New Delhi, Gurugram",Excellent analytical skills for debugging and problem solving skills. . Good experience...,28 Days Ago,"analytical, unit testing, game development, solid principles, phaser, grunt, git, webpack",https://www.naukri.com/job-listings-game-developer-puresoftware-pvt-ltd-new-delhi-gurugram-2-to-4-years-070824012480
Backend Game Developer,Hapiens Digital,None,1-3 Yrs,Not disclosed,Kochi,. Must be familiar with developing game back end functionality Basic architectural unde...,30+ Days Ago,"continuous integration, css, c++, api integration, socket.io, gcc, android, ci/cd",https://www.naukri.com/job-listings-backend-game-developer-hapiens-digital-kochi-1-to-3-years-070524500904
Game Developer,Atina Technology,4.1,2-7 Yrs,Not disclosed,Nagpur,"Bachelor s degree in Computer Science, Game Development, or a related field (or equival...",30+ Days Ago,"Graphics, Computer science, C++, Version control, Networking, Coding, Javascript, Animation",https://www.naukri.com/job-listings-game-developer-atina-technology-nagpur-2-to-7-years-290824502036
UnityD Game Developer,Creatiosoft Solution.,4.6,2-7 Yrs,Not disclosed,Noida,Good mathematical / Physics skills are required.Strong knowledge of object oriented des...,30+ Days Ago,"Object oriented design, C++, Script writing, Debugging, Computer graphics, Javascript, Data structures, Workflow",https://www.naukri.com/job-listings-unityd-game-developer-creatiosoft-solution-noida-2-to-7-years-290618500861
Game Developer,Idivinecreation Technologies,None,1-4 Yrs,Not disclosed,Ahmedabad,iDivineCreation Technologies is looking for Game Developer to join our dynamic team and...,30+ Days Ago,"Basic, 3D, C, Development, Games, Game Development",https://www.naukri.com/job-listings-game-developer-idivinecreation-technologies-ahmedabad-1-to-4-years-280624500969
Game Developer,Sate Gaming,None,4-9 Yrs,Not disclosed,Mumbai,The person should Understand the scope of the project properly . He should have the abi...,30+ Days Ago,"Web technologies, IOS, Gaming, Android, development, games, game development, io",https://www.naukri.com/job-listings-game-developer-sate-gaming-mumbai-4-to-9-years-270520500365
Game Developer,DC Consultants,4.6,4-9 Yrs,Not disclosed,Mumbai,Candidate s Profile:     Good to have experience in javascript-based gaming framewor...,30+ Days Ago,"GIS, PPC, backbone.js, Social networking, Javascript, PHP, HTML, Digital marketing",https://www.naukri.com/job-listings-game-developer-dc-consultants-mumbai-4-to-9-years-270422500198
Lead Game Developer,Hungamagames,None,8-13 Yrs,Not disclosed,Hyderabad,"Should have experience on IAP, AD - plugins and analytics .  8+ years experience in Uni...",30+ Days Ago,"c#, algorithms, c++, Debugging, Programming, Mentor, IOS, Analytics",https://www.naukri.com/job-listings-lead-game-developer-hungamagames-hyderabad-8-to-13-years-251119501115
Game Developer,Booboo Games,2.1,1-8 Yrs,Not disclosed,Ahmedabad,Candidates must have experience in both 2D and 3D,30+ Days Ago,"3D, MOB, Coding, OOPS, Cloud, Programming, Animation, Saving",https://www.naukri.com/job-listings-game-developer-booboo-games-ahmedabad-1-to-8-years-230323501546
Unreal Engine Game Developer,Parsh Technologies,None,2-5 Yrs,Not disclosed,Rajkot,Bachelor s degree or equivalent experience requiredInterfacing with hardware and stream...,30+ Days Ago,"Graphics, Analytical skills, Supervisor, 3D, C++, RPG, Performance optimization, VFX",https://www.naukri.com/job-listings-unreal-engine-game-developer-parsh-technologies-rajkot-2-to-5-years-211123500786
Game Developer,Prakhar Software,3.3,3-8 Yrs,Not disclosed,New Delhi,"Design, develop, and implement game features and mechanics using [Programming Language...",30+ Days Ago,"C++, Usage, C, Debugging, Programming, Data analytics, Testing, Software testing",https://www.naukri.com/job-listings-game-developer-prakhar-software-solutions-new-delhi-3-to-8-years-210824502281
Game Developer,Ommzi,4.4,1-6 Yrs,Not disclosed,Pune,Experience: 3 -5 yrs Resposibilities: Work with game designers and curriculum specialis...,30+ Days Ago,"Project Coordinator, development, c, ux, Networking, technical, level, Web development",https://www.naukri.com/job-listings-game-developer-ommzi-pune-1-to-6-years-201117501085
Game Developer,Frigate Games,4.3,1-4 Yrs,Not disclosed,"Hyderabad, madhepura",Game developer Frigate Games is a young and growing mobile games studio based in Madhap...,30+ Days Ago,"Basic, Software design, C, Programming, Gaming, Object oriented programming, game development, Design",https://www.naukri.com/job-listings-game-developer-frigate-games-hyderabad-madhepura-1-to-4-years-200219501030
Game Developer,Epixel Software,4.9,3-5 Yrs,Not disclosed,New Delhi,"We appreciate all applications, but only shortlisted candidates will be contacted for f...",30+ Days Ago,"3D Game Development, Project development, C++, Debugging, Javascript, Programming, Gaming, game development",https://www.naukri.com/job-listings-game-developer-epixel-software-pvt-ltd-new-delhi-3-to-5-years-190623500877
Metaverse (Game) Developer,MEG World It Services,None,2-4 Yrs,Not disclosed,Chennai,"Experience with 3D modeling, animation, and virtual world physicsMinimum of 2 years of ...",30+ Days Ago,"3D modeling, Interpersonal skills, Animation, Gaming, game development, 3D, Games, Interpersonal",https://www.naukri.com/job-listings-metaverse-game-developer-meg-world-it-services-chennai-2-to-4-years-180424500899
C++ Game Developers,ezProHub LLC,None,2-5 Yrs,Not disclosed,Coimbatore,C++ Game Developer,30+ Days Ago,"assembly language, Six Sigma, PMP, c++, JavaScript, Real Time Operating Systems, .NET, HTML",https://www.naukri.com/job-listings-c-game-developers-ezprohub-llc-coimbatore-2-to-5-years-150218500240
C++ Game Developer,ezProHub LLC,None,2-5 Yrs,Not disclosed,Coimbatore,C++ Game Developer Java Senior Developers Senior Systems Analyst TRILLIUM Oracle Apps T...,30+ Days Ago,"C++, oracle, technical, Techno functional, Project accounting, Biztalk, Oracle apps technical, Oracle Apps",https://www.naukri.com/job-listings-c-game-developer-ezprohub-llc-coimbatore-2-to-5-years-150218500223
Game Developer,Athmin Technologies,4.4,1-3 Yrs,Not disclosed,Noida,Experience in iOS and Android mobile game development with experience in Unity3D .  Be ...,30+ Days Ago,"Web services, Architecture, Memory management, Debugging, android studio, Troubleshooting, IOS, Gaming",https://www.naukri.com/job-listings-game-developer-athmin-noida-1-to-3-years-140621501386
Game Developer,Bencin Studios,None,3-5 Yrs,Not disclosed,Remote,Full time opportunity to work with professionals who are passionate about games  Must s...,30+ Days Ago,"IT services, Health insurance, SAN, Publishing, Networking, Coding, CRM, Android",https://www.naukri.com/job-listings-game-developer-bencinstudios-remote-3-to-5-years-131023501522
Game Developer,Mindpeers,2.1,3-5 Yrs,Not disclosed,New Delhi,Qualifications . Bachelors degree in Software Engineering or Computer Science . Profici...,30+ Days Ago,"C++, Coding, Programming, Animation, Research, Troubleshooting, Gaming, Technical documentation",https://www.naukri.com/job-listings-game-developer-mindpeers-new-delhi-3-to-5-years-130723501349
Game Developer,Yestosystems,None,1-4 Yrs,Not disclosed,Mumbai,Bachelor s degree in Computer Science or a related field .  A comprehensive knowledge o...,30+ Days Ago,"C++, 3d rendering, Coding, Artificial Intelligence, Mobile phones, Programming, 3D animation, Gaming",https://www.naukri.com/job-listings-game-developer-yestosystems-mumbai-1-to-4-years-030424502264
Game Developer,Tech27,4,2-7 Yrs,Not disclosed,Kozhikode,Should have minimum 2 years of experience in Unity 3D / Unreal Engine Must have exposur...,30+ Days Ago,"3D, Java, C++, SQL database, Javascript, augmented reality, HR, Recruitment",https://www.naukri.com/job-listings-game-developer-tech27-systems-ltd-kozhikode-2-to-7-years-180820501124
Game Developer,Digital Jalebi,3.5,1-3 Yrs,Not disclosed,Noida,"At least a Bachelors degree in Software Engineering, Computer Science, or other related...",30+ Days Ago,"Manager Quality Assurance, Project management, Test management, Agile, Regression testing, Test cases, SDLC, Testing",https://www.naukri.com/job-listings-game-developer-digital-jalebi-experiential-design-studio-noida-1-to-3-years-180723500102
Game Server Developer,Prudent Gaming,2.8,3-5 Yrs,Not disclosed,Bengaluru,Qualifications . A bachelors degree in computer science / software engineering or equiv...,30+ Days Ago,"Backend, Coding, Analytical, Integration testing, Software development life cycle, Unit testing, Troubleshooting, Object oriented programming",https://www.naukri.com/job-listings-game-server-developer-prudent-gaming-bengaluru-3-to-5-years-041022500633
Game Developer,Mobile Tutor,2.7,5-7 Yrs,Not disclosed,Chennai,You as a Game Developer need to plan and implement game functionality.  You will be Tr...,30+ Days Ago,"Tutor, Sales Coordinator, Sales Executive",https://www.naukri.com/job-listings-game-developer-mobile-tutor-private-limited-chennai-5-to-7-years-220824500259
Game frontend Developer (Pixijs / Phaser),Pixentech,None,2-4 Yrs,Not disclosed,Hyderabad,Pixentech Pvt Ltd is looking for Game frontend Developer (Pixijs / Phaser) to join our ...,30+ Days Ago,"Front end, Front, End, Game Development, Development, Phaser, Pixijs, Games",https://www.naukri.com/job-listings-game-frontend-developer-pixijs-phaser-pixentech-pvt-ltd-hyderabad-2-to-4-years-280624500773
Game/Algorithm Developer,Rawzor Technologies,None,2-6 Yrs,Not disclosed,Delhi,Game/ Algorithm Developer (C++) C/ C++ and C++11/ C++14 Strong OOP Concepts OpenGL ES a...,30+ Days Ago,"Socket programming, oop, C++, Opencv, Opengl, developer, Game Development, Games",https://www.naukri.com/job-listings-game-algorithm-developer-rawzor-delhi-2-to-6-years-150219500259
Game/Animation Developer,Devam Systems,1,3-4 Yrs,Not disclosed,Pune,Game/ Animation Developer 3 to 4 Yrs BE - Mech/ BE - CS/ MCS Skills: Experience in deve...,30+ Days Ago,"design, Animation, developing, developer, Engineering Design, Business Executive, Game Development, Games",https://www.naukri.com/job-listings-game-animation-developer-devam-systems-pvt-ltd-pune-3-to-4-years-050917500263
Position: HTML5 Game Developer,Coolboots Media,3.5,3-5 Yrs,Not disclosed,Gurugram,Development Tools   Familiarity with gamingJS framework in Javascript For ex : Create...,30+ Days Ago,"Graphics, Basic, 3D, Coding, html5, Programming, Javascript, Animation",https://www.naukri.com/job-listings-position-html5-game-developer-coolboots-media-pvt-ltd-gurugram-3-to-5-years-090524500594
HTML5 Game Developer,DC Consultants,4.6,3-5 Yrs,Not disclosed,Hyderabad,Any gamingJS framework in Javascript For ex : CreateJS or Phaser or PixiJS etc a...,30+ Days Ago,"PPC, Wordpress, Social networking, Javascript, PHP, HTML, Digital marketing, Gaming",https://www.naukri.com/job-listings-html5-game-developer-dc-consultants-hyderabad-3-to-5-years-270422500208
UNREAL GAME DEVELOPER,Red Apple Technologies,4.3,3-5 Yrs,Not disclosed,"Kolkata, Delhi",Desired Candidate Profile  :       Working knowledge on games.         Ability to wor...,30+ Days Ago,"3D, C++, Communication protocols, Web technologies, Programming, Animation, HTTP, Gaming",https://www.naukri.com/job-listings-unreal-game-developer-red-apple-technologies-pvt-ltd-kolkata-delhi-3-to-5-years-101220500740
Junior Game Developer,Aaryavarta Technologies,4.1,1-6 Yrs,Not disclosed,Pune,Requirements: . 1+ years of experience in a reputable gaming company,22 Days Ago,"C, Web technologies, Analytical, OOPS, IOS, Gaming, Android, Io",https://www.naukri.com/job-listings-junior-game-developer-aaryavarta-technologies-pune-1-to-6-years-100924500135
Gaming Developer,Huntertech Ventures,None,0-3 Yrs,Not disclosed,Bengaluru,Hunter Tech Ventures Pvt Ltd is looking for Gaming Developer to join our dynamic team a...,30+ Days Ago,"c#, physical education, c++, css, python, virtual reality, c, software testing",https://www.naukri.com/job-listings-gaming-developer-hunter-tech-ventures-pvt-ltd-bengaluru-0-to-3-years-250624502823
Unity Game Developer,Escrow Infotech,4.8,0-1 Yrs,Not disclosed,Ahmedabad,"Collaborate with artists, animators, and sound designers to ensure that all aspects of ...",30+ Days Ago,"c#, 3d modeling, virtual reality, c++, python, c, user interface designing, augmented reality",https://www.naukri.com/job-listings-unity-game-developer-escrow-infotech-ahmedabad-0-to-1-years-240524500647
Unity Game Developer,The Reform Design,4.7,0-1 Yrs,Not disclosed,Hyderabad,Client Engagement & Relationship Management: Communicate with clients on a regular basi...,30+ Days Ago,"Relationship management, Service delivery, PDF, Project management, Online marketing, Marketing campaigns, Strategic planning, Market research",https://www.naukri.com/job-listings-unity-game-developer-the-reform-design-hyderabad-0-to-1-years-171022501568
Unity 3D Game Developer,Oodles Technologies,2.9,0-1 Yrs,Not disclosed,Gurugram,"We are seeking a developer having experience in Augmented Reality, Virtual Reality and ...",18 Days Ago,"Unity 3D, 3D, object-oriented programming, Git, Unity, GUI styles, SVN, animation",https://www.naukri.com/job-listings-unity-3d-game-developer-oodles-technologies-gurugram-0-to-1-years-140924907348
Unity Game Developer,Lufick,3.5,0-1 Yrs,Not disclosed,Gurugram,"Collaborate with artists, animators, and sound designers to ensure that all aspects of ...",30+ Days Ago,"c#, 3d modeling, virtual reality, c++, python, c, user interface designing, augmented reality",https://www.naukri.com/job-listings-unity-game-developer-lufick-gurugram-0-to-1-years-140524501565
Unity Game Developer,Vasundhara Infotech,4.7,0-7 Yrs,Not disclosed,Surat,Fresher can applySkills Required  . Good communication skillsExperience with memory and...,30+ Days Ago,"3D, C++, Animation, Management, Troubleshooting, Gaming, Scripting, Testing",https://www.naukri.com/job-listings-unity-game-developer-vasundhara-vision-surat-0-to-7-years-070823501297
Game 3D Developer,DC Consultants,4.6,3-8 Yrs,Not disclosed,Hyderabad,Candidate s Profile      Should at least 3years of experience       Unity  2D &  3D ...,30+ Days Ago,"3D, B2B, 3d maya, Illustrator, Social networking, Programming, Gaming, 3DSmax",https://www.naukri.com/job-listings-game-3d-developer-dc-consultants-hyderabad-3-to-8-years-030522500811
Game Developer Intern,IDZ Digital,3.8,0-1 Yrs,1-1.25 Lacs PA,Mumbai (All Areas),Looking for a game programmer who can primarily develop code for games - Strong knowled...,23 Days Ago,"Game Development, c#, Unity3D, Unreal Engine, Game Testing, Game Programming, Games, Unity Engine",https://www.naukri.com/job-listings-game-developer-intern-idz-digital-mumbai-all-areas-0-to-1-years-090924010058
Unity 3d Game Developer,Inkcadre Technosoft,None,1-5 Yrs,Not disclosed,Ahmedabad,Should be able to AI logics and programming Should have at least 2 live games in which ...,30+ Days Ago,"3D, XML, Programming, Database, Animation, JSON, Scripting, dbms",https://www.naukri.com/job-listings-unity-3d-game-developer-inkcadre-technosoft-pvt-ltd-ahmedabad-1-to-5-years-290720501330
Mobile Game Developer,RGB Webtech,None,0-3 Yrs,Not disclosed,Chandigarh,"Bachelors degree in Computer Science, Software Engineering, or a related field (or equi...",30+ Days Ago,"Graphics, Computer science, C++, Version control, GIT, Web development, Digital marketing, Internship",https://www.naukri.com/job-listings-mobile-game-developer-rgb-webtech-chandigarh-0-to-3-years-120624501774
Sr. Unity/Gaming Developer,Vivirooms Ecomm,1,5-8 Yrs,Not disclosed,Gurugram,"Reasonable programming experience using java, Kotlin and /or C / C, Objective -C, Swift...",30+ Days Ago,"Computer vision, Artificial Intelligence, Debugging, Machine learning, Maya, HTTP, Windows, SDK",https://www.naukri.com/job-listings-sr-unity-gaming-developer-vivirooms-gurugram-5-to-8-years-140224502114
Senior Unity 3D Game Developer,Aaryavarta Technologies,4.1,2-5 Yrs,Not disclosed,Pune,Developed 3D and 2D Mobile games in Unity3d . Hard working and good team member . Well ...,30+ Days Ago,"C#, 3D, 3D modeling, Web technologies, Texturing, RPG, Animation, Game Development",https://www.naukri.com/job-listings-senior-unity-3d-game-developer-aaryavarta-technologies-pune-2-to-5-years-240919500899
Unity Game Developer,Gamecloud Technologies,3.4,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Ability to work independently.   Excellent knowledge of Unity, C# scripting, t...",13 Days Ago,"Version control, PDF, XML, Animation, HTML, JSON, Photoshop, Game testing",https://www.naukri.com/job-listings-unity-game-developer-gamecloud-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-190924502651
Senior Unreal Engine Games Developer,Global Grand Gaming Pvt Ltd,None,2-7 Yrs,5-8 Lacs PA,Bengaluru(Whitefield),We are seeking experienced Unreal Engine game developers to develop state of the art g...,11 Days Ago,"Unreal Engine, C++, Game Testing, Design Patterns, Blueprint, Game Programming, Software Design And Development, Game Development",https://www.naukri.com/job-listings-senior-unreal-engine-games-developer-global-grand-gaming-pvt-ltd-bengaluru-2-to-7-years-050524001504
Unity 3D Game Developer,Games2win,2.1,4-7 Yrs,Not disclosed,"Mumbai, Bengaluru",Certifications preferred. Minimum 4 years experience in mobile game development on Smar...,30+ Days Ago,"Prototype, Publishing, Coding, Memory management, Debugging, Troubleshooting, Gaming, Object oriented programming",https://www.naukri.com/job-listings-unity-3d-game-developer-games2win-mumbai-bengaluru-4-to-7-years-070920500847
Unity3d Game Developer Programmer,Bitronics,None,4-5 Yrs,Not disclosed,Hyderabad,Your primary responsibilities will be to implement game functionality translating desig...,30+ Days Ago,"Product quality, Usage, Automation testing, Software QA, GIT, Animation, Object oriented programming, QA automation",https://www.naukri.com/job-listings-unity3d-game-developer-programmer-bitronics-hyderabad-4-to-5-years-040324500233
Unity Game Developer,Space-o Digicom,None,2-5 Yrs,Not disclosed,Ahmedabad,. Certification in Unity development or related field 2 to 5 years of proven experience...,16 Days Ago,"Graphics, Object oriented design, Networking, Simulation, Illustrator, Debugging, Animation, Photoshop",https://www.naukri.com/job-listings-unity-game-developer-space-o-digicom-ahmedabad-2-to-5-years-160924501019
iOS Developer,Vasundhara Infotech Llp,3.7,0-5 Yrs,Not disclosed,Surat,We are seeking a talented and passionate iOS Developer to join our dynamic team. The id...,11 Days Ago,"Architectural Patterns, Swift, Objective C, Cocoa Touch, Firebase, IOS, iPhone, Design patterns",https://www.naukri.com/job-listings-ios-developer-vasundhara-infotech-llp-surat-0-to-5-years-220824011444
IOS Developer,Cedcoss Technologies,3.1,0-3 Yrs,Not disclosed,Lucknow,Join us as an iOS Developer to develop and maintain iOS apps and their integration with...,7 Days Ago,"core data, rest, xml, oops, cocoa touch, ios development, javascript, jira",https://www.naukri.com/job-listings-ios-developer-cedcoss-technologies-private-limited-lucknow-0-to-3-years-250924505330
IOS Developer,Scriptoptim Infotech,None,0-2 Yrs,Not disclosed,Surat,Scriptoptim Infotech is looking for IOS Developer to join our dynamic team and embark o...,30+ Days Ago,"core data, c++, c, sqlite, interface builder, ios, xcode, mobile application development",https://www.naukri.com/job-listings-ios-developer-scriptoptim-infotech-surat-0-to-2-years-020724502592
iOS Developer,Iroid Solutions,5,0-2 Yrs,Not disclosed,Surat,Mobile Ads . Firebase . Good English communication skills . Self-driven person . Quick ...,15 Days Ago,"Image editing, GIT, MVVM, Memory management, SQLite, IOS, iPhone, Management",https://www.naukri.com/job-listings-ios-developer-iroid-solutions-surat-0-to-2-years-170924505169
IOS Developer,Grewon Technologies,None,0-4 Yrs,Not disclosed,Surat,"Present sales, revenue and expenses reports and realistic forecasts to the management t...",30+ Days Ago,"core data, c++, c, sqlite, interface builder, ios, xcode, mobile application development",https://www.naukri.com/job-listings-ios-developer-grewon-technologies-pvt-ltd-surat-0-to-4-years-160524501114
IOS Developer,Lufick,3.5,0-1 Yrs,Not disclosed,Gurugram,Lufick is looking for IOS Developer to join our dynamic team and embark on a rewarding ...,30+ Days Ago,"core data, c++, c, sqlite, interface builder, ios, xcode, mobile application development",https://www.naukri.com/job-listings-ios-developer-lufick-gurugram-0-to-1-years-140524501540
iOS developer,Aspiration Solutions,None,0-5 Yrs,Not disclosed,Surat,Aspiration Solutions is looking for iOS developer to join our dynamic team and embark o...,30+ Days Ago,"core data, c++, c, sqlite, interface builder, ios, xcode, mobile application development",https://www.naukri.com/job-listings-ios-developer-aspiration-solutions-surat-0-to-5-years-110724502204
IOS Developer,Fluxgenic Technologies,None,0-2 Yrs,Not disclosed,Puducherry,Fluxgenic Technologies Pvt. Ltd is looking for IOS Developer to join our dynamic team a...,30+ Days Ago,"core data, c++, c, sqlite, interface builder, ios, xcode, mobile application development",https://www.naukri.com/job-listings-ios-developer-fluxgenic-technologies-pvt-ltd-puducherry-0-to-2-years-090724503342
IOS Developer,AAN Web Solutions,None,0-5 Yrs,Not disclosed,"Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara",AANWebSolutions is looking for IOS Developer to join our dynamic team and embark on a r...,30+ Days Ago,"core data, c++, c, sqlite, interface builder, ios, xcode, mobile application development",https://www.naukri.com/job-listings-ios-developer-aanwebsolutions-jamnagar-ahmedabad-rajkot-surat-vadodara-0-to-5-years-050724501666
ios Developer,Vraj Technosys,None,0-4 Yrs,Not disclosed,Surat,Vraj technosys is looking for ios Developer to join our dynamic team and embark on a re...,30+ Days Ago,"core data, c++, c, sqlite, interface builder, ios, xcode, mobile application development",https://www.naukri.com/job-listings-ios-developer-vraj-technosys-surat-0-to-4-years-040624501421
iOS Developer,WFA Consultants,None,0-2 Yrs,Not disclosed,Jaipur,Required Knowledge Skills . Proficient with the language and platforms . Knowledge of U...,30+ Days Ago,"core data, sqlite, interface builder, ios, xcode, iphone, swift ui, cocoa",https://www.naukri.com/job-listings-ios-developer-wfa-consultants-jaipur-0-to-2-years-010524501133
